date_id,date,year,month,quarter,day,day_name,month_name,is_weekday
53,2022-02-24,2022,2,1,24,Thursday,February,1
54,2022-02-25,2022,2,1,25,Friday,February,1
55,2022-02-26,2022,2,1,26,Saturday,February,0
56,2022-02-27,2022,2,1,27,Sunday,February,0
57,2022-02-28,2022,2,1,28,Monday,February,1
58,2022-03-01,2022,3,1,1,Tuesday,March,1
59,2022-03-02,2022,3,1,2,Wednesday,March,1
60,2022-03-03,2022,3,1,3,Thursday,March,1
61,2022-03-04,2022,3,1,4,Friday,March,1
62,2022-03-05,2022,3,1,5,Saturday,March,0
63,2022-03-06,2022,3,1,6,Sunday,March,0
64,2022-03-07,2022,3,1,7,Monday,March,1
65,2022-03-08,2022,3,1,8,Tuesday,March,1
66,2022-03-09,2022,3,1,9,Wednesday,March,1
67,2022-03-10,2022,3,1,10,Thursday,March,1
68,2022-03-11,2022,3,1,11,Friday,March,1
69,2022-03-12,2022,3,1,12,Saturday,March,0
70,2022-03-13,2022,3,1,13,Sunday,March,0
71,2022-03-14,2022,3,1,14,Monday,March,1
72,2022-03-15,2022,3,1,15,Tuesday,March,1
73,2022-03-16,2022,3,1,16,Wednesday,March,1
74,2022-03-17,2022,3,1,17,Thursday,March,1
75,2022-03-18,2022,3,1,18,Friday,March,1
76,2022-03-19,2022,3,1,19,Saturday,March,0
77,2022-03-20,2022,3,1,20,Sunday,March,0
78,2022-03-21,2022,3,1,21,Monday,March,1
79,2022-03-22,2022,3,1,22,Tuesday,March,1
80,2022-03-23,2022,3,1,23,Wednesday,March,1
81,2022-03-24,2022,3,1,24,Thursday,March,1
82,2022-03-25,2022,3,1,25,Friday,March,1
83,2022-03-26,2022,3,1,26,Saturday,March,0
84,2022-03-27,2022,3,1,27,Sunday,March,0
85,2022-03-28,2022,3,1,28,Monday,March,1
86,2022-03-29,2022,3,1,29,Tuesday,March,1
87,2022-03-30,2022,3,1,30,Wednesday,March,1
88,2022-03-31,2022,3,1,31,Thursday,March,1
89,2022-04-01,2022,4,2,1,Friday,April,1
90,2022-04-02,2022,4,2,2,Saturday,April,0
91,2022-04-03,2022,4,2,3,Sunday,April,0
92,2022-04-04,2022,4,2,4,Monday,April,1
93,2022-04-05,2022,4,2,5,Tuesday,April,1
94,2022-04-06,2022,4,2,6,Wednesday,April,1
95,2022-04-07,2022,4,2,7,Thursday,April,1
96,2022-04-08,2022,4,2,8,Friday,April,1
97,2022-04-09,2022,4,2,9,Saturday,April,0
98,2022-04-10,2022,4,2,10,Sunday,April,0
99,2022-04-11,2022,4,2,11,Monday,April,1
100,2022-04-12,2022,4,2,12,Tuesday,April,1
101,2022-04-13,2022,4,2,13,Wednesday,April,1
102,2022-04-14,2022,4,2,14,Thursday,April,1
103,2022-04-15,2022,4,2,15,Friday,April,1
104,2022-04-16,2022,4,2,16,Saturday,April,0
105,2022-04-17,2022,4,2,17,Sunday,April,0
106,2022-04-18,2022,4,2,18,Monday,April,1
107,2022-04-19,2022,4,2,19,Tuesday,April,1
108,2022-04-20,2022,4,2,20,Wednesday,April,1
109,2022-04-21,2022,4,2,21,Thursday,April,1
110,2022-04-22,2022,4,2,22,Friday,April,1
111,2022-04-23,2022,4,2,23,Saturday,April,0
112,2022-04-24,2022,4,2,24,Sunday,April,0
113,2022-04-25,2022,4,2,25,Monday,April,1
114,2022-04-26,2022,4,2,26,Tuesday,April,1
115,2022-04-27,2022,4,2,27,Wednesday,April,1
116,2022-04-28,2022,4,2,28,Thursday,April,1
117,2022-04-29,2022,4,2,29,Friday,April,1
118,2022-04-30,2022,4,2,30,Saturday,April,0
119,2022-05-01,2022,5,2,1,Sunday,May,0
120,2022-05-02,2022,5,2,2,Monday,May,1
121,2022-05-03,2022,5,2,3,Tuesday,May,1
122,2022-05-04,2022,5,2,4,Wednesday,May,1
123,2022-05-05,2022,5,2,5,Thursday,May,1
124,2022-05-06,2022,5,2,6,Friday,May,1
125,2022-05-07,2022,5,2,7,Saturday,May,0
126,2022-05-08,2022,5,2,8,Sunday,May,0
127,2022-05-09,2022,5,2,9,Monday,May,1
128,2022-05-10,2022,5,2,10,Tuesday,May,1
129,2022-05-11,2022,5,2,11,Wednesday,May,1
130,2022-05-12,2022,5,2,12,Thursday,May,1
131,2022-05-13,2022,5,2,13,Friday,May,1
132,2022-05-14,2022,5,2,14,Saturday,May,0
133,2022-05-15,2022,5,2,15,Sunday,May,0
134,2022-05-16,2022,5,2,16,Monday,May,1
135,2022-05-17,2022,5,2,17,Tuesday,May,1
136,2022-05-18,2022,5,2,18,Wednesday,May,1
137,2022-05-19,2022,5,2,19,Thursday,May,1
138,2022-05-20,2022,5,2,20,Friday,May,1
139,2022-05-21,2022,5,2,21,Saturday,May,0
140,2022-05-22,2022,5,2,22,Sunday,May,0
141,2022-05-23,2022,5,2,23,Monday,May,1
142,2022-05-24,2022,5,2,24,Tuesday,May,1
143,2022-05-25,2022,5,2,25,Wednesday,May,1
144,2022-05-26,2022,5,2,26,Thursday,May,1
145,2022-05-27,2022,5,2,27,Friday,May,1
146,2022-05-28,2022,5,2,28,Saturday,May,0
147,2022-05-29,2022,5,2,29,Sunday,May,0
148,2022-05-30,2022,5,2,30,Monday,May,1
149,2022-05-31,2022,5,2,31,Tuesday,May,1
150,2022-06-01,2022,6,2,1,Wednesday,June,1
151,2022-06-02,2022,6,2,2,Thursday,June,1
152,2022-06-03,2022,6,2,3,Friday,June,1
153,2022-06-04,2022,6,2,4,Saturday,June,0
154,2022-06-05,2022,6,2,5,Sunday,June,0
155,2022-06-06,2022,6,2,6,Monday,June,1
156,2022-06-07,2022,6,2,7,Tuesday,June,1
157,2022-06-08,2022,6,2,8,Wednesday,June,1
158,2022-06-09,2022,6,2,9,Thursday,June,1
159,2022-06-10,2022,6,2,10,Friday,June,1
160,2022-06-11,2022,6,2,11,Saturday,June,0
161,2022-06-12,2022,6,2,12,Sunday,June,0
162,2022-06-13,2022,6,2,13,Monday,June,1
163,2022-06-14,2022,6,2,14,Tuesday,June,1
164,2022-06-15,2022,6,2,15,Wednesday,June,1
165,2022-06-16,2022,6,2,16,Thursday,June,1
166,2022-06-17,2022,6,2,17,Friday,June,1
167,2022-06-18,2022,6,2,18,Saturday,June,0
168,2022-06-19,2022,6,2,19,Sunday,June,0
169,2022-06-20,2022,6,2,20,Monday,June,1
170,2022-06-21,2022,6,2,21,Tuesday,June,1
171,2022-06-22,2022,6,2,22,Wednesday,June,1
172,2022-06-23,2022,6,2,23,Thursday,June,1
173,2022-06-24,2022,6,2,24,Friday,June,1
174,2022-06-25,2022,6,2,25,Saturday,June,0
175,2022-06-26,2022,6,2,26,Sunday,June,0
176,2022-06-27,2022,6,2,27,Monday,June,1
177,2022-06-28,2022,6,2,28,Tuesday,June,1
178,2022-06-29,2022,6,2,29,Wednesday,June,1
179,2022-06-30,2022,6,2,30,Thursday,June,1
180,2022-07-01,2022,7,3,1,Friday,July,1
181,2022-07-02,2022,7,3,2,Saturday,July,0
182,2022-07-03,2022,7,3,3,Sunday,July,0
183,2022-07-04,2022,7,3,4,Monday,July,1
184,2022-07-05,2022,7,3,5,Tuesday,July,1
185,2022-07-06,2022,7,3,6,Wednesday,July,1
186,2022-07-07,2022,7,3,7,Thursday,July,1
187,2022-07-08,2022,7,3,8,Friday,July,1
188,2022-07-09,2022,7,3,9,Saturday,July,0
189,2022-07-10,2022,7,3,10,Sunday,July,0
190,2022-07-11,2022,7,3,11,Monday,July,1
191,2022-07-12,2022,7,3,12,Tuesday,July,1
192,2022-07-13,2022,7,3,13,Wednesday,July,1
193,2022-07-14,2022,7,3,14,Thursday,July,1
194,2022-07-15,2022,7,3,15,Friday,July,1
195,2022-07-16,2022,7,3,16,Saturday,July,0
196,2022-07-17,2022,7,3,17,Sunday,July,0
197,2022-07-18,2022,7,3,18,Monday,July,1
198,2022-07-19,2022,7,3,19,Tuesday,July,1
199,2022-07-20,2022,7,3,20,Wednesday,July,1
200,2022-07-21,2022,7,3,21,Thursday,July,1
201,2022-07-22,2022,7,3,22,Friday,July,1
202,2022-07-23,2022,7,3,23,Saturday,July,0
203,2022-07-24,2022,7,3,24,Sunday,July,0
204,2022-07-25,2022,7,3,25,Monday,July,1
205,2022-07-26,2022,7,3,26,Tuesday,July,1
206,2022-07-27,2022,7,3,27,Wednesday,July,1
207,2022-07-28,2022,7,3,28,Thursday,July,1
208,2022-07-29,2022,7,3,29,Friday,July,1
209,2022-07-30,2022,7,3,30,Saturday,July,0
210,2022-07-31,2022,7,3,31,Sunday,July,0
211,2022-08-01,2022,8,3,1,Monday,August,1
212,2022-08-02,2022,8,3,2,Tuesday,August,1
213,2022-08-03,2022,8,3,3,Wednesday,August,1
214,2022-08-04,2022,8,3,4,Thursday,August,1
215,2022-08-05,2022,8,3,5,Friday,August,1
216,2022-08-06,2022,8,3,6,Saturday,August,0
217,2022-08-07,2022,8,3,7,Sunday,August,0
218,2022-08-08,2022,8,3,8,Monday,August,1
219,2022-08-09,2022,8,3,9,Tuesday,August,1
220,2022-08-10,2022,8,3,10,Wednesday,August,1
221,2022-08-11,2022,8,3,11,Thursday,August,1
222,2022-08-12,2022,8,3,12,Friday,August,1
223,2022-08-13,2022,8,3,13,Saturday,August,0
224,2022-08-14,2022,8,3,14,Sunday,August,0
225,2022-08-15,2022,8,3,15,Monday,August,1
226,2022-08-16,2022,8,3,16,Tuesday,August,1
227,2022-08-17,2022,8,3,17,Wednesday,August,1
228,2022-08-18,2022,8,3,18,Thursday,August,1
229,2022-08-19,2022,8,3,19,Friday,August,1
230,2022-08-20,2022,8,3,20,Saturday,August,0
231,2022-08-21,2022,8,3,21,Sunday,August,0
232,2022-08-22,2022,8,3,22,Monday,August,1
233,2022-08-23,2022,8,3,23,Tuesday,August,1
234,2022-08-24,2022,8,3,24,Wednesday,August,1
235,2022-08-25,2022,8,3,25,Thursday,August,1
236,2022-08-26,2022,8,3,26,Friday,August,1
237,2022-08-27,2022,8,3,27,Saturday,August,0
238,2022-08-28,2022,8,3,28,Sunday,August,0
239,2022-08-29,2022,8,3,29,Monday,August,1
240,2022-08-30,2022,8,3,30,Tuesday,August,1
241,2022-08-31,2022,8,3,31,Wednesday,August,1
242,2022-09-01,2022,9,3,1,Thursday,September,1
243,2022-09-02,2022,9,3,2,Friday,September,1
244,2022-09-03,2022,9,3,3,Saturday,September,0
245,2022-09-04,2022,9,3,4,Sunday,September,0
246,2022-09-05,2022,9,3,5,Monday,September,1
247,2022-09-06,2022,9,3,6,Tuesday,September,1
248,2022-09-07,2022,9,3,7,Wednesday,September,1
249,2022-09-08,2022,9,3,8,Thursday,September,1
250,2022-09-09,2022,9,3,9,Friday,September,1
251,2022-09-10,2022,9,3,10,Saturday,September,0
252,2022-09-11,2022,9,3,11,Sunday,September,0
253,2022-09-12,2022,9,3,12,Monday,September,1
254,2022-09-13,2022,9,3,13,Tuesday,September,1
255,2022-09-14,2022,9,3,14,Wednesday,September,1
256,2022-09-15,2022,9,3,15,Thursday,September,1
257,2022-09-16,2022,9,3,16,Friday,September,1
258,2022-09-17,2022,9,3,17,Saturday,September,0
259,2022-09-18,2022,9,3,18,Sunday,September,0
260,2022-09-19,2022,9,3,19,Monday,September,1
261,2022-09-20,2022,9,3,20,Tuesday,September,1
262,2022-09-21,2022,9,3,21,Wednesday,September,1
263,2022-09-22,2022,9,3,22,Thursday,September,1
264,2022-09-23,2022,9,3,23,Friday,September,1
265,2022-09-24,2022,9,3,24,Saturday,September,0
266,2022-09-25,2022,9,3,25,Sunday,September,0
267,2022-09-26,2022,9,3,26,Monday,September,1
268,2022-09-27,2022,9,3,27,Tuesday,September,1
269,2022-09-28,2022,9,3,28,Wednesday,September,1
270,2022-09-29,2022,9,3,29,Thursday,September,1
271,2022-09-30,2022,9,3,30,Friday,September,1
272,2022-10-01,2022,10,4,1,Saturday,October,0
273,2022-10-02,2022,10,4,2,Sunday,October,0
274,2022-10-03,2022,10,4,3,Monday,October,1
275,2022-10-04,2022,10,4,4,Tuesday,October,1
276,2022-10-05,2022,10,4,5,Wednesday,October,1
277,2022-10-06,2022,10,4,6,Thursday,October,1
278,2022-10-07,2022,10,4,7,Friday,October,1
279,2022-10-08,2022,10,4,8,Saturday,October,0
280,2022-10-09,2022,10,4,9,Sunday,October,0
281,2022-10-10,2022,10,4,10,Monday,October,1
282,2022-10-11,2022,10,4,11,Tuesday,October,1
283,2022-10-12,2022,10,4,12,Wednesday,October,1
284,2022-10-13,2022,10,4,13,Thursday,October,1
285,2022-10-14,2022,10,4,14,Friday,October,1
286,2022-10-15,2022,10,4,15,Saturday,October,0
287,2022-10-16,2022,10,4,16,Sunday,October,0
288,2022-10-17,2022,10,4,17,Monday,October,1
289,2022-10-18,2022,10,4,18,Tuesday,October,1
290,2022-10-19,2022,10,4,19,Wednesday,October,1
291,2022-10-20,2022,10,4,20,Thursday,October,1
292,2022-10-21,2022,10,4,21,Friday,October,1
293,2022-10-22,2022,10,4,22,Saturday,October,0
294,2022-10-23,2022,10,4,23,Sunday,October,0
295,2022-10-24,2022,10,4,24,Monday,October,1
296,2022-10-25,2022,10,4,25,Tuesday,October,1
297,2022-10-26,2022,10,4,26,Wednesday,October,1
298,2022-10-27,2022,10,4,27,Thursday,October,1
299,2022-10-28,2022,10,4,28,Friday,October,1
300,2022-10-29,2022,10,4,29,Saturday,October,0
301,2022-10-30,2022,10,4,30,Sunday,October,0
302,2022-10-31,2022,10,4,31,Monday,October,1
303,2022-11-01,2022,11,4,1,Tuesday,November,1
304,2022-11-02,2022,11,4,2,Wednesday,November,1
305,2022-11-03,2022,11,4,3,Thursday,November,1
306,2022-11-04,2022,11,4,4,Friday,November,1
307,2022-11-05,2022,11,4,5,Saturday,November,0
308,2022-11-06,2022,11,4,6,Sunday,November,0
309,2022-11-07,2022,11,4,7,Monday,November,1
310,2022-11-08,2022,11,4,8,Tuesday,November,1
311,2022-11-09,2022,11,4,9,Wednesday,November,1
312,2022-11-10,2022,11,4,10,Thursday,November,1
313,2022-11-11,2022,11,4,11,Friday,November,1
314,2022-11-12,2022,11,4,12,Saturday,November,0
315,2022-11-13,2022,11,4,13,Sunday,November,0
316,2022-11-14,2022,11,4,14,Monday,November,1
317,2022-11-15,2022,11,4,15,Tuesday,November,1
318,2022-11-16,2022,11,4,16,Wednesday,November,1
319,2022-11-17,2022,11,4,17,Thursday,November,1
320,2022-11-18,2022,11,4,18,Friday,November,1
321,2022-11-19,2022,11,4,19,Saturday,November,0
322,2022-11-20,2022,11,4,20,Sunday,November,0
323,2022-11-21,2022,11,4,21,Monday,November,1
324,2022-11-22,2022,11,4,22,Tuesday,November,1
325,2022-11-23,2022,11,4,23,Wednesday,November,1
326,2022-11-24,2022,11,4,24,Thursday,November,1
327,2022-11-25,2022,11,4,25,Friday,November,1
328,2022-11-26,2022,11,4,26,Saturday,November,0
329,2022-11-27,2022,11,4,27,Sunday,November,0
330,2022-11-28,2022,11,4,28,Monday,November,1
331,2022-11-29,2022,11,4,29,Tuesday,November,1
332,2022-11-30,2022,11,4,30,Wednesday,November,1
333,2022-12-01,2022,12,4,1,Thursday,December,1
334,2022-12-02,2022,12,4,2,Friday,December,1
335,2022-12-03,2022,12,4,3,Saturday,December,0
336,2022-12-04,2022,12,4,4,Sunday,December,0
337,2022-12-05,2022,12,4,5,Monday,December,1
338,2022-12-06,2022,12,4,6,Tuesday,December,1
339,2022-12-07,2022,12,4,7,Wednesday,December,1
340,2022-12-08,2022,12,4,8,Thursday,December,1
341,2022-12-09,2022,12,4,9,Friday,December,1
342,2022-12-10,2022,12,4,10,Saturday,December,0
343,2022-12-11,2022,12,4,11,Sunday,December,0
344,2022-12-12,2022,12,4,12,Monday,December,1
345,2022-12-13,2022,12,4,13,Tuesday,December,1
346,2022-12-14,2022,12,4,14,Wednesday,December,1
347,2022-12-15,2022,12,4,15,Thursday,December,1
348,2022-12-16,2022,12,4,16,Friday,December,1
349,2022-12-17,2022,12,4,17,Saturday,December,0
350,2022-12-18,2022,12,4,18,Sunday,December,0
351,2022-12-19,2022,12,4,19,Monday,December,1
352,2022-12-20,2022,12,4,20,Tuesday,December,1
353,2022-12-21,2022,12,4,21,Wednesday,December,1
354,2022-12-22,2022,12,4,22,Thursday,December,1
355,2022-12-23,2022,12,4,23,Friday,December,1
356,2022-12-24,2022,12,4,24,Saturday,December,0
357,2022-12-25,2022,12,4,25,Sunday,December,0
358,2022-12-26,2022,12,4,26,Monday,December,1
359,2022-12-27,2022,12,4,27,Tuesday,December,1
360,2022-12-28,2022,12,4,28,Wednesday,December,1
361,2022-12-29,2022,12,4,29,Thursday,December,1
362,2022-12-30,2022,12,4,30,Friday,December,1
363,2022-12-31,2022,12,4,31,Saturday,December,0
364,2023-01-01,2023,1,1,1,Sunday,January,0
365,2023-01-02,2023,1,1,2,Monday,January,1
366,2023-01-03,2023,1,1,3,Tuesday,January,1
367,2023-01-04,2023,1,1,4,Wednesday,January,1
368,2023-01-05,2023,1,1,5,Thursday,January,1
369,2023-01-06,2023,1,1,6,Friday,January,1
370,2023-01-07,2023,1,1,7,Saturday,January,0
371,2023-01-08,2023,1,1,8,Sunday,January,0
372,2023-01-09,2023,1,1,9,Monday,January,1
373,2023-01-10,2023,1,1,10,Tuesday,January,1
374,2023-01-11,2023,1,1,11,Wednesday,January,1
375,2023-01-12,2023,1,1,12,Thursday,January,1
376,2023-01-13,2023,1,1,13,Friday,January,1
377,2023-01-14,2023,1,1,14,Saturday,January,0
378,2023-01-15,2023,1,1,15,Sunday,January,0
379,2023-01-16,2023,1,1,16,Monday,January,1
380,2023-01-17,2023,1,1,17,Tuesday,January,1
381,2023-01-18,2023,1,1,18,Wednesday,January,1
382,2023-01-19,2023,1,1,19,Thursday,January,1
383,2023-01-20,2023,1,1,20,Friday,January,1
384,2023-01-21,2023,1,1,21,Saturday,January,0
385,2023-01-22,2023,1,1,22,Sunday,January,0
386,2023-01-23,2023,1,1,23,Monday,January,1
387,2023-01-24,2023,1,1,24,Tuesday,January,1
388,2023-01-25,2023,1,1,25,Wednesday,January,1
389,2023-01-26,2023,1,1,26,Thursday,January,1
390,2023-01-27,2023,1,1,27,Friday,January,1
391,2023-01-28,2023,1,1,28,Saturday,January,0
392,2023-01-29,2023,1,1,29,Sunday,January,0
393,2023-01-30,2023,1,1,30,Monday,January,1
394,2023-01-31,2023,1,1,31,Tuesday,January,1
395,2023-02-01,2023,2,1,1,Wednesday,February,1
396,2023-02-02,2023,2,1,2,Thursday,February,1
397,2023-02-03,2023,2,1,3,Friday,February,1
398,2023-02-04,2023,2,1,4,Saturday,February,0
399,2023-02-05,2023,2,1,5,Sunday,February,0
400,2023-02-06,2023,2,1,6,Monday,February,1
401,2023-02-07,2023,2,1,7,Tuesday,February,1
402,2023-02-08,2023,2,1,8,Wednesday,February,1
403,2023-02-09,2023,2,1,9,Thursday,February,1
404,2023-02-10,2023,2,1,10,Friday,February,1
405,2023-02-11,2023,2,1,11,Saturday,February,0
406,2023-02-12,2023,2,1,12,Sunday,February,0
407,2023-02-13,2023,2,1,13,Monday,February,1
408,2023-02-14,2023,2,1,14,Tuesday,February,1
409,2023-02-15,2023,2,1,15,Wednesday,February,1
410,2023-02-16,2023,2,1,16,Thursday,February,1
411,2023-02-17,2023,2,1,17,Friday,February,1
412,2023-02-18,2023,2,1,18,Saturday,February,0
413,2023-02-19,2023,2,1,19,Sunday,February,0
414,2023-02-20,2023,2,1,20,Monday,February,1
415,2023-02-21,2023,2,1,21,Tuesday,February,1
416,2023-02-22,2023,2,1,22,Wednesday,February,1
417,2023-02-23,2023,2,1,23,Thursday,February,1
418,2023-02-24,2023,2,1,24,Friday,February,1
419,2023-02-25,2023,2,1,25,Saturday,February,0
420,2023-02-26,2023,2,1,26,Sunday,February,0
421,2023-02-27,2023,2,1,27,Monday,February,1
422,2023-02-28,2023,2,1,28,Tuesday,February,1
423,2023-03-01,2023,3,1,1,Wednesday,March,1
424,2023-03-02,2023,3,1,2,Thursday,March,1
425,2023-03-03,2023,3,1,3,Friday,March,1
426,2023-03-04,2023,3,1,4,Saturday,March,0
427,2023-03-05,2023,3,1,5,Sunday,March,0
428,2023-03-06,2023,3,1,6,Monday,March,1
429,2023-03-07,2023,3,1,7,Tuesday,March,1
430,2023-03-08,2023,3,1,8,Wednesday,March,1
431,2023-03-09,2023,3,1,9,Thursday,March,1
432,2023-03-10,2023,3,1,10,Friday,March,1
433,2023-03-11,2023,3,1,11,Saturday,March,0
434,2023-03-12,2023,3,1,12,Sunday,March,0
435,2023-03-13,2023,3,1,13,Monday,March,1
436,2023-03-14,2023,3,1,14,Tuesday,March,1
437,2023-03-15,2023,3,1,15,Wednesday,March,1
438,2023-03-16,2023,3,1,16,Thursday,March,1
439,2023-03-17,2023,3,1,17,Friday,March,1
440,2023-03-18,2023,3,1,18,Saturday,March,0
441,2023-03-19,2023,3,1,19,Sunday,March,0
442,2023-03-20,2023,3,1,20,Monday,March,1
443,2023-03-21,2023,3,1,21,Tuesday,March,1
444,2023-03-22,2023,3,1,22,Wednesday,March,1
445,2023-03-23,2023,3,1,23,Thursday,March,1
446,2023-03-24,2023,3,1,24,Friday,March,1
447,2023-03-25,2023,3,1,25,Saturday,March,0
448,2023-03-26,2023,3,1,26,Sunday,March,0
449,2023-03-27,2023,3,1,27,Monday,March,1
450,2023-03-28,2023,3,1,28,Tuesday,March,1
451,2023-03-29,2023,3,1,29,Wednesday,March,1
452,2023-03-30,2023,3,1,30,Thursday,March,1
453,2023-03-31,2023,3,1,31,Friday,March,1
454,2023-04-01,2023,4,2,1,Saturday,April,0
455,2023-04-02,2023,4,2,2,Sunday,April,0
456,2023-04-03,2023,4,2,3,Monday,April,1
457,2023-04-04,2023,4,2,4,Tuesday,April,1
458,2023-04-05,2023,4,2,5,Wednesday,April,1
459,2023-04-06,2023,4,2,6,Thursday,April,1
460,2023-04-07,2023,4,2,7,Friday,April,1
461,2023-04-08,2023,4,2,8,Saturday,April,0
462,2023-04-09,2023,4,2,9,Sunday,April,0
463,2023-04-10,2023,4,2,10,Monday,April,1
464,2023-04-11,2023,4,2,11,Tuesday,April,1
465,2023-04-12,2023,4,2,12,Wednesday,April,1
466,2023-04-13,2023,4,2,13,Thursday,April,1
467,2023-04-14,2023,4,2,14,Friday,April,1
468,2023-04-15,2023,4,2,15,Saturday,April,0
469,2023-04-16,2023,4,2,16,Sunday,April,0
470,2023-04-17,2023,4,2,17,Monday,April,1
471,2023-04-18,2023,4,2,18,Tuesday,April,1
472,2023-04-19,2023,4,2,19,Wednesday,April,1
473,2023-04-20,2023,4,2,20,Thursday,April,1
474,2023-04-21,2023,4,2,21,Friday,April,1
475,2023-04-22,2023,4,2,22,Saturday,April,0
476,2023-04-23,2023,4,2,23,Sunday,April,0
477,2023-04-24,2023,4,2,24,Monday,April,1
478,2023-04-25,2023,4,2,25,Tuesday,April,1
479,2023-04-26,2023,4,2,26,Wednesday,April,1
480,2023-04-27,2023,4,2,27,Thursday,April,1
481,2023-04-28,2023,4,2,28,Friday,April,1
482,2023-04-29,2023,4,2,29,Saturday,April,0
483,2023-04-30,2023,4,2,30,Sunday,April,0
484,2023-05-01,2023,5,2,1,Monday,May,1
485,2023-05-02,2023,5,2,2,Tuesday,May,1
486,2023-05-03,2023,5,2,3,Wednesday,May,1
487,2023-05-04,2023,5,2,4,Thursday,May,1
488,2023-05-05,2023,5,2,5,Friday,May,1
489,2023-05-06,2023,5,2,6,Saturday,May,0
490,2023-05-07,2023,5,2,7,Sunday,May,0
491,2023-05-08,2023,5,2,8,Monday,May,1
492,2023-05-09,2023,5,2,9,Tuesday,May,1
493,2023-05-10,2023,5,2,10,Wednesday,May,1
494,2023-05-11,2023,5,2,11,Thursday,May,1
495,2023-05-12,2023,5,2,12,Friday,May,1
496,2023-05-13,2023,5,2,13,Saturday,May,0
497,2023-05-14,2023,5,2,14,Sunday,May,0
498,2023-05-15,2023,5,2,15,Monday,May,1
499,2023-05-16,2023,5,2,16,Tuesday,May,1
500,2023-05-17,2023,5,2,17,Wednesday,May,1
501,2023-05-18,2023,5,2,18,Thursday,May,1
502,2023-05-19,2023,5,2,19,Friday,May,1
503,2023-05-20,2023,5,2,20,Saturday,May,0
504,2023-05-21,2023,5,2,21,Sunday,May,0
505,2023-05-22,2023,5,2,22,Monday,May,1
506,2023-05-23,2023,5,2,23,Tuesday,May,1
507,2023-05-24,2023,5,2,24,Wednesday,May,1
508,2023-05-25,2023,5,2,25,Thursday,May,1
509,2023-05-26,2023,5,2,26,Friday,May,1
510,2023-05-27,2023,5,2,27,Saturday,May,0
511,2023-05-28,2023,5,2,28,Sunday,May,0
512,2023-05-29,2023,5,2,29,Monday,May,1
513,2023-05-30,2023,5,2,30,Tuesday,May,1
514,2023-05-31,2023,5,2,31,Wednesday,May,1
515,2023-06-01,2023,6,2,1,Thursday,June,1
516,2023-06-02,2023,6,2,2,Friday,June,1
